       p         nwds        bytes        nloop         RTT (s)
       1          670         5360          148    1.127528e-05
       1          681         5448          146    1.134162e-05
       1          692         5536          144    1.141294e-05
       1          704         5632          141    1.152809e-05
       1          716         5728          139    1.171191e-05
       1          728         5824          136    1.186963e-05
       1          740         5920          134    1.184559e-05
       1          752         6016          132    1.196874e-05
       1          765         6120          130    1.203620e-05
       1          778         6224          128    1.218935e-05
       1          791         6328          126    1.246513e-05
       1          804         6432          124    1.245611e-05
       1          817         6536          122    1.251233e-05
       1          831         6648          120    1.258603e-05
       1          845         6760          118    1.263752e-05
       1          859         6872          116    1.284711e-05
       1          873         6984          114    1.301881e-05
